root_school_name,school_levels,district_id,modified_old_name1,modified_old_name2,modified_local_level
parameshwor,pravi,36,,,taman khola rural municipality
paramount public vi,,38,,,pokhara metropolitan city
parashar ma vi,,46,parasar higher ma vi,,vyas municipality
parashu,avi,38,parsu avi,,annapurna rural municipality
parbat ebs,,44,shree parbat english boarding vi,shree parbat english boarding ma vi,paiyun rural municipality
parbat green peace ebs,,44,,,phalewas municipality
parbat gurukul academy,,44,,,kushma municipality
parbati,avi,46,,,myagde rural municipality
parbati,avi,46,parwati avi,parwati pravi,ghiring rural municipality
parbati ma vi,,46,parwati ma vi,,bhimad municipality
pardi ma vi,,38,pardi ma vi,,pokhara metropolitan city
pargati,nimavi,43,,,devchuli municipality
paropakar adarsha ma vi,,37,paropakar adarsha ma vi,paropkar adarsha ma vi,siranchowk rural municipality
paropakar,pravi,46,,,aanbookhaireni rural municipality
partinarma,pravi,42,,,malika rural municipality
parwati ma vi,,36,parwati ma vi,,galkot municipality
parwati,avi,37,parwati avi,,dharche rural municipality
parwati,pravi,37,,,ajirkot rural municipality
parwati,pravi,42,,,raghuganga rural municipality
pasale,avi,46,,,myagde rural municipality
pascal ebs,,38,,,pokhara metropolitan city
pasgaun thanti ma vi,,39,pasgaun thanti ma vi,,kwholasothar rural municipality
pashchimanchal ma vi,,38,paschimanchal ebs,,pokhara metropolitan city
pashupati,avi,40,,,narso rural municipality
pashupati,avi,44,pashupati avi,,modi rural municipality
pashupati ma vi,,44,,,modi rural municipality
pashupati nath,avi,46,pashupati nath pravi,,ghiring rural municipality
pashupati,pravi,45,,,bhirkot municipality
pashupati,pravi,36,,,kathekhola rural municipality
pashupati praja,pravi,37,,,gandaki rural municipality
pashupati,pravi,46,,,shuklagandaki municipality
pashupati sangaved aawasiya sanskrit ma vi,,43,pashupati sangaved sanskrit ma vi,,devchuli municipality
pasupati,avi,36,,,nisikhola rural municipality
pataldevi,avi,37,patal devi avi,,gandaki rural municipality
patan devi ma vi,,37,patan devi ma vi,,bhimsen thapa rural municipality
patan ebs,,46,,,bhimad municipality
pateni,pravi,39,,,sundarbazar municipality
pathfinder ebs,,44,,,kushma municipality
pathsala montessori vi,,43,,,devchuli municipality
patle devi,pravi,39,,,dudhpokhari rural municipality
patle pokhara,avi,45,,,galyang municipality
patnyari,avi,38,,,pokhara metropolitan city
paulatsya ma vi,,42,,,beni municipality
pauwatar pragati ebs,,37,,,palungtar municipality
paynu kalika,pravi,44,,,paiyun rural municipality
peace and heaven academy,,45,,,waling municipality
peace zone academy,,38,,,pokhara metropolitan city
peace zone integrated educational academy,,45,,,waling municipality
peak everest ebs,,38,,,machhapuchchhre rural municipality
pema ts'al sakya monastic,avi,38,,,pokhara metropolitan city
pemathan,pravi,37,pemathan pravi,,chumanuwari rural municipality
phaleni ma vi,,39,phaleni ma vi,,dordi rural municipality
phalewas model english ma ebs,,44,phalewas model english boarding vi,,phalewas municipality
phatke dhunga,avi,44,,,jaljala rural municipality
phewa,pravi,38,,,pokhara metropolitan city
philim,avi,37,,,chumanuwari rural municipality
phinam,pravi,37,,,siranchowk rural municipality
phukuwaka nirmalpokhari ebs,,38,fukuoka nirmalpokhari vi,,pokhara metropolitan city
phulbari,avi,45,,,waling municipality
phulbari montessori,,43,,,kawasoti municipality
phulbari namuna,avi,45,,,waling municipality
phulbari pathshala,,37,,,gorkha municipality
phulbari,pravi,36,,,galkot municipality
phulbari,pravi,36,,,badigad rural municipality
phulbari,pravi,37,,,gorkha municipality
phumrokhun baraha ma vi,,38,phumrungkhu barah ma vi,,annapurna rural municipality
pill grimej international monteshwori ebs,,46,,,vyas municipality
ping halne danda,avi,45,ping halne danda pravi,,putalibazar municipality
pinnacle academy,,38,,,pokhara metropolitan city
pioneers english academy,,38,,,pokhara metropolitan city
pioneers' ebs,,45,,,waling municipality
pipal danda,pravi,45,,,arjunchaupari rural municipality
pipala pokhari,avi,37,pipala pokhari avi,,shahid lakhan rural municipality
pipaldali deurali,avi,38,pipaldali deurali pravi,,pokhara metropolitan city
pipalpokhari community child development centre,,44,,,kushma municipality
pipalswara,pravi,45,,,phedikhola rural municipality
pipaltari,avi,44,pipaltari pravi,,kushma municipality
pisang,pravi,40,,,manang ngisyang rural municipality
pithauli,avi,43,pithauli avi kawasoti,,kawasoti municipality
pokhara academy,,38,,,pokhara metropolitan city
pokhara academy,,38,,,pokhara metropolitan city
pokhara cambridge ebs,,38,,,pokhara metropolitan city
pokhara chisakhola veda vidyashram,,38,,,pokhara metropolitan city
pokhara creative ebs,,38,,,pokhara metropolitan city
pokhara darshaniyasthal,pravi,38,,,pokhara metropolitan city
pokhara deep montessori kinderhome,,38,,,pokhara metropolitan city
pokhara kindergarten ma vi,,38,pokhara kindergarten pkg ma vi,,pokhara metropolitan city
pokhara learners academy,,38,,,pokhara metropolitan city
pokhara ma vi,,38,,,pokhara metropolitan city
pokhara montessory ebs,,38,,,pokhara metropolitan city
pokhara multimodel ebs,,38,,,pokhara metropolitan city
pokhara namuna baikalpik vi,,38,,,pokhara metropolitan city
pokhara public ebs,,38,,,pokhara metropolitan city
pokhara spiral galaxy academy,,38,,,pokhara metropolitan city
pokhara united academy,,38,,,pokhara metropolitan city
pokhara valley vi basic level,,38,gyansarobar academy,,pokhara metropolitan city
pokhare,avi,42,pokharae pravi,,annapurna rural municipality
pokhari bhanjyang,avi,45,,,harinas rural municipality
pokhari chhap,pravi,46,,,bhimad municipality
pokharidevi  sadabhanjyang,avi,43,,,hupsekot rural municipality
poorneshwar ma vi,,44,purneshwor ma vi,,kushma municipality
prabha,avi,46,,,myagde rural municipality
prabha jyoti ebs,,46,,,vyas municipality
prabha ma vi,,42,shree prabha ma vi,,annapurna rural municipality
prabha ma vi apun,,37,prabha ma vi,,ajirkot rural municipality
prabhabakari,avi,44,prabhabakari pravi,,modi rural municipality
prabhat acedemy,,46,,,bhimad municipality
prabhat,avi,45,,,biruwa rural municipality
prabhat,avi,45,,,waling municipality
prabhat,avi,42,,,mangala rural municipality
prabhat janata,avi,43,,,devchuli municipality
prabhat kiran ma vi,,37,prabhat kiran ma vi,,dharche rural municipality
prabhat,pravi,39,,,dudhpokhari rural municipality
prabhat,pravi,38,,,pokhara metropolitan city
prabhat ma vi,,37,,,bhimsen thapa rural municipality
prabhat shanti purna ma vi,,39,,,marsyangdi rural municipality
pradyumna paneru ma vi,,45,pradyumna paneru ma vi,pradhumna paneru ma vi,aandhikhola rural municipality
pragati,avi,39,pragati pravi,pragati avi,rainas municipality
pragati,avi,46,pragati pravi,,bhimad municipality
pragati,avi,42,,,mangala rural municipality
pragati ebs,,38,,,pokhara metropolitan city
pragati,pravi,37,,,shahid lakhan rural municipality
pragati,pravi,44,,,kushma municipality
pragati,pravi,36,,,bareng rural municipality
pragati sadan,pravi,38,,,madi rural municipality
pragatishil,avi,46,pragatishil pravi,,bhimad municipality
pragatishil,pravi,36,,,dhorpatan municipality
pragatisil,avi,45,,,bhirkot municipality
pragatisil,pravi,38,,,rupa rural municipality
pragma montessori home,,38,,,pokhara metropolitan city
praja jyoti,avi,37,praja jyoti pravi,,gandaki rural municipality
prajantrik community bal bikash kendra,,45,,,aandhikhola rural municipality
prajatantra bal bikas kendra,,44,prajatantra pravi,,phalewas municipality
prajatantra bikas ma vi,,36,prajatantra bikash ma vi,,tarakhola rural municipality
prajatantra,pravi,36,,,baglung municipality
prajatantrodaya,pravi,36,,,kathekhola rural municipality
prakash jyoti ma vi,,40,,,narso rural municipality
prakash ma vi,,36,,,dhorpatan municipality
prakash ma vi,,42,parkash ma vi,parkash ma vi,beni municipality
pratibha,avi,45,pratibha basic,,galyang municipality
pratibha ebs,,43,,,baudikali rural municipality
prativa ma vi,,38,,,pokhara metropolitan city
precious acacdemy,,36,,,baglung municipality
prem milan ma vi,,39,,,marsyangdi rural municipality
prime montessori vi,,38,prime montessory vi,,pokhara metropolitan city
prithivi hiranya ma vi,,36,,,baglung municipality
prithivi ma vi,,43,,,devchuli municipality
prithvi,avi,36,prithvi pravi,prithvi pravi,jaimini municipality
prithvi narayan bal bikash,pravi,37,,,gorkha municipality
prithvi narayan ma vi,,38,prithvi narayan ma vi,,machhapuchchhre rural municipality
prithvi ma vi,,46,prithvi ma vi,,bhimad municipality
prithvi ma vi,,36,,,galkot municipality
prithvi smarak,pravi,37,,,gorkha municipality
prithwi rupa ma vi,,38,prithvi rupa ma vi,prithvi rupa ma vi,rupa rural municipality
prok,pravi,37,,,chumanuwari rural municipality
public academy ma vi,,45,shree public academy ma vi,,bhirkot municipality
punya bhumi,avi,45,,,galyang municipality
punyajan,avi,42,punyajan pravi satbise,punyajan pravi,mangala rural municipality
purkot land star ebs,,46,purkot landstar boarding vi,,bhanu municipality
purna durga bhawani,avi,45,,,bhirkot municipality
purnamrit bhawani ma vi,,45,,,waling municipality
purnima,pravi,46,purnima pravi,,bhanu municipality
purthok,pravi,37,,,palungtar municipality
purushodaya ma vi,,36,,,bareng rural municipality
purushottam,avi,42,purushottam pravi,,malika rural municipality
pushpa madan,pravi,44,,,kushma municipality
puspa sadan academy,,38,pushpa sadan academy,,pokhara metropolitan city
pyarjung bal bikash ebs,,39,,,rainas municipality
quandi,pravi,36,quandi pravi,,jaimini municipality
rabindra jyoti,pravi,37,,,bhimsen thapa rural municipality
radha,avi,46,,,rishing rural municipality
radha damodar gyan jyoti sanskrit ma vi,,45,,,chapakot municipality
radha krishna,avi,42,,,beni municipality
radha krishna,avi,45,,,galyang municipality
radha krishna,avi,45,,,harinas rural municipality
radha krishna gurukul sankrit vi,,38,,,pokhara metropolitan city
radha krishna,pravi,46,,,ghiring rural municipality
radha ma vi,,46,,,myagde rural municipality
raghu ganga,pravi,42,,,raghuganga rural municipality
raghu ma vi,,46,raghu ma vi,,bhimad municipality
raghuganga ma vi,,42,,,raghuganga rural municipality
rainas n' globalboarding vi,,39,rainas n globalboarding vi,rainas n global ebs,rainas municipality
rainas,pravi,37,,,shahid lakhan rural municipality
rainbow academic homes ma vi,,38,rainbow academic homes,rainbow academy,pokhara metropolitan city
raj devi,pravi,37,,,gorkha municipality
rajapani academy,,46,,,vyas municipality
rajasthal,pravi,46,,,shuklagandaki municipality
rajat jayanti bacic vi,,36,shree rajat jayanti pravi,rajat jayanti pravi,jaimini municipality
rajgare ma vi,,37,shree rajgare ma vi,,palungtar municipality
rajpur,avi,46,rajpur pravi,,ghiring rural municipality
rajpur ma vi,,46,,,shuklagandaki municipality
rajratna,pravi,43,rajratna pravi kawasoti,raj ratna pravi,kawasoti municipality
rakhu north star english boarding,avi,42,rakhu north star english boarding shcool,north star ebs,raghuganga rural municipality
ram,avi,45,,,chapakot municipality
ram,avi,38,,,pokhara metropolitan city
ram chandra,pravi,37,,,bhimsen thapa rural municipality
ram jiwan,pravi,39,ram jiwan pravi,,dordi rural municipality
ram jyoti ebs,,46,ram jyoti english boarding vi,ram jyoti ebs,vyas municipality
ram jyoti,avi,37,,,palungtar municipality
ram jyoti ma vi,,38,,,pokhara metropolitan city
ram krishna,avi,39,,,dudhpokhari rural municipality
ram krishna,avi,36,ram krishna pravi,,galkot municipality
ram ma vi,,44,,,phalewas municipality
ram,pravi,36,,,kathekhola rural municipality
ram shah,avi,37,,,gorkha municipality
ram shah,avi,43,ram shah avi,,bulingtar rural municipality
ram shah ma vi,,37,,,gorkha municipality
ram shah ma vi,,46,ramshah ma vi,,aanbookhaireni rural municipality
ramadi,avi,38,,,pokhara metropolitan city
ramati,avi,37,,,bhimsen thapa rural municipality
ramba devi mata,pravi,44,,,bihadi rural municipality
ramba devi,pravi,43,,,bulingtar rural municipality
rambachchha,avi,45,rambachha avi,,waling municipality
ramchandra ma vi,,42,,,beni municipality
ramche devi,avi,45,ramche devi pravi,,phedikhola rural municipality
ramche devi,pravi,45,,,waling municipality
ramche,pravi,42,,,dhawalagiri rural municipality
ramche,pravi,37,,,shahid lakhan rural municipality
rameshwary ma vi,,37,rameshwori ma vi,,shahid lakhan rural municipality
rameshwori ma vi,,38,rameshwori ma vi,,pokhara metropolitan city
ramgha valley academy,,39,,,madhya nepal municipality
ramkot ma vi,,38,ramkot ma vi,,rupa rural municipality
rammandir ma vi,,45,ram mandir ma vi,,chapakot municipality
ramnadidham sanskrit gurukul,,45,,,galyang municipality
ramodaya,pravi,39,ramodaya pravi,,kwholasothar rural municipality
rampyaro,avi,38,rampyaro pravi,,annapurna rural municipality
ramrajya,pravi,45,,,galyang municipality
ramrekha,avi,36,ramrekha avi,ram rekha avi,baglung municipality
ramrudra,pravi,38,,,pokhara metropolitan city
ramuwa,avi,36,,,galkot municipality
ranajanajyoti,avi,42,,,dhawalagiri rural municipality
rangkhani ebs,,36,,,jaimini municipality
rangkhani ma vi,,36,shree rangkhani ma vi,rangkhani ma vi,jaimini municipality
rani bhume,pravi,36,,,baglung municipality
rani swara,pravi,44,,,kushma municipality
ranichari,pravi,45,,,arjunchaupari rural municipality
ranipani green valley academy,,39,,,madhya nepal municipality
raniraha,avi,45,,,bhirkot municipality
raniswara,pravi,45,,,putalibazar municipality
rasananda praimary vi,,36,rasananda pravi,,nisikhola rural municipality
rashtriya bal sikshya sadan,,44,rastriya bal sikshya sadan,,kushma municipality
rastra jyoti ma vi,,38,rastra jyoti ma vi,,madi rural municipality
rastriya,avi,46,,,rishing rural municipality
rastriya,avi,46,rastriya pravi,rastriya pravi,bhanu municipality
rastriya,avi,46,rastriya pravi aahale,,bhanu municipality
rastriya,avi,45,,,aandhikhola rural municipality
rastriya,avi,41,,,lomanthang rural municipality
rastriya,avi,43,rastriya avi,rastriya avi,binayi tribeni rural municipality
rastriya  pahare baseni,avi,43,,,hupsekot rural municipality
rastriya buddhi bikash,pravi,41,,,thasang rural municipality
rastriya janajagriti ma vi,,42,,,mangala rural municipality
rastriya janakalyan,pravi,42,,,malika rural municipality
rastriya ma vi,,46,,,ghiring rural municipality
rastriya ma vi,,45,,,galyang municipality
rastriya ma vi,,42,,,beni municipality
rastriya ma vi,,42,,,malika rural municipality
rastriya ma vi,,38,,,pokhara metropolitan city
rastriya ma vi,,37,rastriya ma vi,,gorkha municipality
rastriya,pravi,45,,,arjunchaupari rural municipality
rastriya,pravi,38,,,madi rural municipality
rastriya,pravi,43,,,binayi tribeni rural municipality
rastriya ma vi,,45,,,waling municipality
ratamata,pravi,38,,,rupa rural municipality
ratna,avi,38,,,pokhara metropolitan city
ratna,avi,37,,,palungtar municipality
ratna bidya mandir,pravi,39,,,marsyangdi rural municipality
ratna devisthan,avi,45,,,bhirkot municipality
ratna hirak,pravi,39,,,kwholasothar rural municipality
ratna jyoti,avi,46,ratna jyoti avi,,vyas municipality
ratna jyoti ebs,,38,,,pokhara metropolitan city
ratna laxmi ma vi,,37,,,gorkha municipality
ratna,pravi,39,,,dordi rural municipality
ratna,pravi,38,,,pokhara metropolitan city
ratna prakash,pravi,39,,,besishahar municipality
ratna rajya laxmi kanya,avi,46,,,bandipur rural municipality
ratna rajya laxmi ma vi jugjakhola,,36,,,nisikhola rural municipality
ratna rajya laxmi ma vi,,43,shree ratna rajya laxmi ma vi,,madhyabindu municipality
ratna rajya ma vi,,37,,,gorkha municipality
ratna ranikuwa,avi,43,ratna ranikuwa pravi,,binayi tribeni rural municipality
ratna ma vi,,46,,,myagde rural municipality
ratna shova ma vi,,38,ratana shobha ma vi,,pokhara metropolitan city
ravi chandra,avi,46,,,myagde rural municipality
rayakhor,pravi,42,,,raghuganga rural municipality
red gold academy,,38,,,pokhara metropolitan city
red mud ebs,,37,juna devi english boarding vi,juna devi ebs,palungtar municipality
reedi,pravi,36,,,tarakhola rural municipality
reliance public ebs,,38,reliance public ebs,,pokhara metropolitan city
remalitola,pravi,36,remali tola pravi,,badigad rural municipality
resha nunthala ma vi,,36,resha nunthala ma vi kathekhola baglung,resha nunthala ma vi,kathekhola rural municipality
richard ebs,,43,richard ebs,,binayi tribeni rural municipality
ridgewater vi,,38,,,pokhara metropolitan city
ridgewater vi,,37,,,palungtar municipality
rishikul,pravi,37,,,shahid lakhan rural municipality
rising star acadmey kaski,pravi,38,,,pokhara metropolitan city
